;;;   
;;;   The lexicon was taken from Brill's rule based tagger v1.14,
;;;   trained on Brown corpus and Penn Treebank.
;;;   
;;;   Eric Brill (1992). A simple rule-based part of speech tagger.
;;;   In Proceedings of the workshop on Speech and Natural Language (pp. 112-116).
;;;   Association for Computational Linguistics.
;;;   
;;;   Copyright 1993 by the Massachusetts Institute of Technology and the
;;;   University of Pennsylvania. All rights reserved. MIT license.
;;;   
;;;   Additional words were added from the Twitter Part-of-Speech Annotated Data,
;;;   available under the Creative Commons Attribution 3.0 Unported license ("CC-BY").
;;;   Carnegie Mellon University. http://www.ark.cs.cmu.edu/TweetNLP
;;;   
;;;   Kevin Gimpel, Nathan Schneider, Brendan O'Connor, et al. (2011).
;;;   Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments.
;;;   In Proceedings of the Annual Meeting of the ACL, Portland, OR, June 2011.
;;;   
! .
!! .
!!! .
!!!! .
!!!!! .
!!!!!! .
!!!!!!! .
!!!!!!!! .
!. .
!? .
" "
# #
#1 CD
#2 CD
#GLEE NNP
#Glee NNP
#celtics NNPS
#fail NN
#fb NNP
#glee NNP
#howcome VB
#lakers NNPS
#shoutout NN
#teamceltics NNPS
#teamlakers NNPS
#win NN
Dahlia NNP
Dahmane NNP
Dai NNP
Dai-Ichi NNP
Dai-Ichi\/Nippon NNP
Dai-Tokyo NNP
Dai-ichi NNP
DaiIchi NNP
Daiei NNP
Daignault NNP
Daihatsu NNP
Daikin NNP
Dailey NNP
Daily NNP
Daim NNP
Daimler NNP
Daimler-Benz NNP
Dain NNP
Dain-sponsored JJ
Dainippon NNP
Dairies NNPS
Dairl NNP
Dairy NNP
Dairymen NNP
Daisy NNP
Daisy-Cadnetix NNP
Daiwa NNP
Dak NNP
Dak. NNP
Dakin NNP
Dakota NNP
Dakotas NNPS
Dalai NNP
Dalbar NNP
Dale NNP
Daley NNP
Dalfen NNP
Dalgety NNP
Dali NNP
Dali-esque JJ
Dalian NNP
Dalkon NNP
Dallara NNP
Dallas NNP
Dallas-Barcelona NNP
Dallas-Fort NNP
Dallas-based JJ
Dallas-headquartered JJ
Dallasites NNPS
Dalldorf NNP
Dalles NNP
Dalloway NNP
Dalrymple NNP
Dalton NNP
Daly NNP
Dalzell-Cousin NNP
Damage NN
Damages NNS
Damas NNP
Damascus NNP
Dame NNP
Dame-Michigan NNP
Dames NNPS
Damian NNP
Dammit UH
Damn VB
Damned JJ
Damon NNP
Damonne NNP
Damp JJ
Dams NNS
Dan NNP
Dan'l NNP
Dana NNP
Dana-Farber NNP
Danaher NNP
Danbury NNP
Dance NNP
Dancer NNP
Dancers NNP
Dances NNS
Danchin NNP
Dancing NN
Danco NNP
Dandy NNP
Dane NNP
Danehy NNP
Danes NNPS
Danforth NNP
Dang NNP
Danger NNP
Dangerous JJ
Dangers NNS
Dangling VBG
Daniel NNP
Daniele NNP
Danieli NNP
Daniels NNP
Daniil NNP
Danilo NNP
Danilow NNP
Danis NNP
Danish JJ
Danish-American NNP
Dannehower NNP
Dannemiller NNP
Danny NNP
Danske NNP
Danssesse NNP
Dantchik NNP
Dante NNP
Danube NNP
Danubian JJ
Danvers NNP
Danville NNP
Danza NNP
Danzig NNP
Daolet NNP
Daphne NNP
Dappertutto NNP
Darak NNP
Daralee NNP
Darby NNP
Darcy NNP
Dardalla NNP
Dare VB
Dare-Base NNP
Daremblum NNP
Dares NNP
Dargene NNP
Darien NNP
Darin NNP
Darius NNP
Dark NNP
Darkhorse NNP
Darkling NNP
Darkness NN
Darla NNP
Darlene NNP
Darlin NNP
Darling NNP
Darlington NNP
Darlow NNP
Darman NNP
Darn VB
Darnell NNP
Darrell NNP
Darrow NNP
Darryl NNP
Dart NNP
Dartboard NN
Darth NNP
Dartmouth NNP
Darvocet-N NNP
Darvon NNP
Darwen NNP
Darwin NNP
Darwinian JJ
Darwinism NNP
Das NNP
Daschle NNP
Dash NNP
Dasher NNP
Dashiell NNP
Dashitchev NNP
Dashwood NNP
Dasibi NNP
Dass FW
Dassault NNP
Dassault-Breguet NNP
Data NNP
Data-destroying JJ
DataComm NNP
DataPlan NNP
DataQuest NNP
DataTimes NNP
Datacomputer NNP
Datacrime NNP
Datafleet NNP
Datapoint NNP
Dataproducts NNP
Dataquest NNP
Datas NNP
Datastream NNP
Datatech NNP
Datatronic NNP
Date NN
Dating NNP
Datson NNP
Datsun NNP
Datsuns NNPS
Datuk NNP
Dauchy NNP
Daugherty NNP
Daughter NN
Dauntless NNP
Dauphin NNP
Dauphine NNP
Dauster NNP
Davao NNP
Dave NNP
Davenport NNP
David NNP
David-Weill NNP
Davidge NNP
Davidow NNP
Davidowitz NNP
Davidowitz. NNP
Davids NNP
Davidson NNP
Davies NNP
Davila NNP
Davis NNP
Davis\/Zweig NNP
Davises NNPS
Davison NNP
Davy NNP
Dawkins NNP
Dawn NNP
Dawson NNP
Dax-Pontonx NNP
Day NNP
Day-to-day JJ
Dayan NNP
Daybreak NNP
Daylight NNP
Dayna NNP
Days NNP
Daytime NNP
Dayton NNP
Daytona NNP
Daytonas NNP
Daywatch NNP
Daze NNP
Dazed JJ
De NNP
De-Kooning NNP
DeBakey NNP
DeBartolo NNP
DeBat NNP
DeBeauvoir NNP
DeCicco NNP
DeConcini NNP
DeFazio NNP
DeForest NNP
DeGeurin NNP
DeGol NNP
DeGregorio NNP
DeGroot NNP
DeHaviland NNP
DeKalb NNP
DeLay NNP
DeLuca NNP
DeMar NNP
DeMeo NNP
DeMontez NNP
DeMoss NNP
DeMoulin NNP
DeMunn NNP
DeMyer NNP
DePaul NNP
DePauw NNP
DePugh NNP
DeRita NNP
DeScenza NNP
DeShano NNP
DeSio NNP
DeSoto NNP
DeTomaso NNP
DeVillars NNP
DeVille NNP
DeVoe NNP
DeVon NNP
DeVos NNP
DeVries NNP
DeWalt NNP
DeWitt NNP
Deacon NNP
Deaconess NNP
Deacons NNS
Deactivation NN
Dead NNP
Deadlock NN
Deadly JJ
Deadwood NNP
Deaf JJ
Deafening VBG
Deak NNP
Deal NNP
Dealer NNP
Dealers NNS
Dealing VBG
Deals NNS
Dean NNP
Deane NNP
Deanna NNP
Deans NNP
Dear NNP
Dearborn NNP
Deardorff NNP
Dearie NNP
Dearly RB
Death NN
Death's-Head NNP
Deatherage NNP
Deaths NNP
Deauville NNP
Deaver NNP
Deb NNP
Debate NN
Debates NNS
Debating NNP
Debban NNP
Debbie NNP
Debenture NN
Debevoise NNP
Debonnie NNP
Debora NNP
Deborah NNP
Debra NNP
Debt NN
Debt-Burdened JJ
Debt-free JJ
Debts NNP
Debugging VBG
Debussy NNP
Debutante NNP
Dec NNP
Dec. NNP
Decades NNS
Decanting VBG
Decathlon NNP
Decatur NNP
Decay NNP
Decca NNP
December NNP
Decent JJ
Decentralization NN
Decide VB
Deciding VBG
Decimalists NNPS
Decimus NNP
Decision NNP
Decisionline NNP
Decisions NNS
Deck NNP
Decker NNP
Declan NNP
Declaration NNP
Declarative JJ
Declares VBZ
Declaring VBG
Declinations NNS
Decline NN
Decliners NNS
Declines NNS
Declining VBG
Decoma NNP
Decorated VBN
Decorating VBG
Decorators NNP
Decreasing VBG
Decries VBZ
Decrying VBG
Dederick NNP
Dedham NNP
Dedication NN
Deductible JJ
Deducting VBG
Deduction NN
Deductions NNS
Dee NNP
Deed NNP
Deegan NNP
Deemed VBN
Deep NNP
Deepak NNP
Deeper JJR
Deeply RB
Deer NNP
Deere NNP
Deerfield NNP
Deering NNP
Deerstalker NN
Dees NNP
Deets NNP
Def NNP
Defamation NNP
Default NNP
Defaults NNS
Defeat NNP
Defect NN
Defections NNS
Defectors NNS
Defects NNPS
Defence NN
Defendant NN
Defendants NNS
Defenders NNS
Defending VBG
Defends NNS
Defense NNP
Defensive JJ
Deficiency NNP
Deficit NNP
Define VB
Defining VBG
Definite JJ
Definitely RB
Definition NN
Definitive JJ
Defoe NNP
Defrost VB
Defuse VB
Defying VBG
Degas NNP
Degree NN
Dehmelt NNP
Dei NNP
Deidre NNP
Deity NN
Del NNP
Del. NNP
Del.-based JJ
Delacre NNP
Delahanty NNP
Delamuraz NNP
Delancy NNP
Deland NNP
Delaney NNP
Delano NNP
Delaunay NNP
Delaware NNP
Delaware-based JJ
Delawareans NNPS
Delawares NNS
Delay NNP
Delayed JJ
Delays NNS
Delbert NNP
Delbridge NNP
Delchamps NNP
Delco NNP
Deleage NNP
Delegate NNP
Delegates NNPS
Delegation NNP
Delegations NNS
Delfim NNP
Delhi NNP
Deli NNP
Delia NNP
Deliberately RB
Deliberations NNP
Delicious NNP
Delight NNP
Delinquency NNP
Delio NNP
Delius NNP
Deliver VB
Deliveries NNS
Delivery NN
Dell NNP
Dell'Arca NNP
Della NNP
Deller NNP
Delloye NNP
Dells NNP
Dellums NNP
Dellwood NNP
Delmed NNP
Delmont NNP
Delmore NNP
Deloitte NNP
Deloitte-Touche NNP
Delon NNP
Deloris NNP
Delors NNP
Delphi NNP
Delphine NNP
Delray NNP
Delta NNP
Deltacorp NNP
Deltec NNP
Deluge NN
Deluged VBN
Delusion NNP
Deluxe NNP
Delvin NNP
Delving VBG
Delwin NNP
Demagogues NNS
Demand NN
Demanded VBD
Demanding VBG
Demands NNS
Demented JJ
Demery NNP
Demetrius NNP
Demi NNP
Deminex NNP
Demisch NNP
Demler NNP
Demme NNP
Democracy NNP
Democrat NNP
Democratic JJ
Democratic-controlled JJ
Democratic-endorsed JJ
Democratic-led JJ
Democratic-sounding JJ
Democratic-sponsored JJ
Democratic-style JJ
Democratique NNP
Democratization NN
Democrats NNPS
Demodocus NNP
Demographics NNS
Demographie NNP
Demoiselles NNP
Demon NNP
Demons NNS
Demonstrating VBG
Demonstrations NNS
Dempsey NNP
Demus-Schubert NNP
Den NNP
Denali NNP
Denenchofu NNP
Deng NNP
Denials NNS
Denied VBN
Denis NNP
Denise NNP
Denison NNP
Denizens NNS
Denko NNP
Denlea NNP
Denman NNP
Denmark NNP
Dennehy NNP
Dennis NNP
Dennison NNP
Denny NNP
Deno NNP
Denouncing VBG
Denrees NNP
Denshi NNP
Densmore NNP
Dent NNP
Dental NNP
Dentistry NNP
Denton NNP
Dentsu NNP
Denver NNP
Denver-area NN
Denver-based JJ
Denverite NNP
Deo NNP
Deor NNP
Deparment NNP
Departing VBG
Department NNP
Department-sponsored JJ
Department-store JJ
Departments NNPS
Departmentstore NNP
Departure NN
Departures NNP
Dependency NNP
Dependent NNP
Depending VBG
Depew NNP
Depicted VBN
Depicting VBG
Depictions NNS
Depletions NNS
Deployment NNP
Deportees NNS
Deposit NNP
Depositary NNP
Depositors NNS
Depository NNP
Deposits NNS
Deposits-a NNP
Depot NNP
Deppy NNP
Depression NNP
Depression-era JJ
Depressive NNP
Dept. NNP
Deputies NNPS
Deputy NNP
Dequindre NNP
Der NNP
Derails NNS
Derby NNP
Derchin NNP
Derck NNP
Deregulation NN
Derek NNP
Derel NNP
Derivative JJ
Deriving VBG
Derr NNP
Dershowitz NNP
Dervish NN
Derwin NNP
Deryck NNP
Des NNP
DesRosiers NNP
Desai NNP
Desarrollo NNP
Desc NNP
Descartes NNP
Descendants NNS
Descending VBG
Descent NN
Describing VBG
Description NNP
Descriptive JJ
Dese NNP
Desegregation NN
Deseret NNP
Desert NNP
Desheng NNP
Design NNP
Designated NNP
Designcraft NNP
Designed VBN
Designer NN
Designers NNPS
Designing NNP
Designs NNS
Desir NNP
Desire NN
Desiring VBG
Desk NNP
Desktop NNP
Deslonde NNP
Desmond NNP
Desolation NNP
Despair NN
Desperate JJ
Desperately RB
Despina NNP
Despising VBG
Despite IN
Desprez NNP
Desrosiers NNP
Destec NNP
Destinations NNS
Destler NNP
Destroy NNP
Destroyer NN
Destruction NN
Detached VBN
Detachment NNP
Detail NNP
Detailed VBN
Details NNS
Detecting VBG
Detective NNP
Detectives NNP
Detente NN
Detention NNP
Detergent NN
Deterioration NN
Determine VB
Determined VBN
Determining VBG
Deterrent NN
Detractors NNS
Detrex NNP
Detroit NNP
Detroit-area JJ
Detroit-based JJ
Detroit-over-San JJ
Detroit-to-Tokyo JJ
Detroiters NNS
Deukmejian NNP
Deus FW
Deutsch NNP
Deutsche NNP
Devans NNP
Devario NNP
Devastation NN
Devcon NNP
Develop VB
DevelopMate NNP
Developed VBN
Developer NNP
Developers NNS
Developing VBG
Development NNP
Developments NNPS
Develops NNPS
Devens NNP
Dever NNP
Devereux NNP
Devery NNP
Devesa NNP
Devey NNP
Device NN
Devices NNPS
Devil NNP
Devils NNPS
Devin NNP
Devine NNP
Devitt NNP
Devlin NNP
Devol NNP
Devon NNP
Devonshire NNP
Devoted VBN
Devotees NNS
Devout JJ
Dewar NNP
Dewey NNP
Dewhurst NNP
Dexatrim NNP
Dexedrine NNP
Dexter NNP
Dey NNP
Deyo NNP
Dhabi NNP
Dharma NNP
Dhofaris NNPS
Dhuu NNP
Di NNP
DiCara NNP
DiFilippo NNP
DiGiorgio NNP
DiIulio NNP
DiLeo NNP
DiLorenzo NNP
DiLoreto NNP
DiLuzio NNP
DiMaggio NNP
DiNardo NNP
DiSimone NNP
DiVall NNP
DiVarco NNP
Diabetes NNP
Diabetic NNP
Diaghileff NNP
Diaghilev NNP
Diagnoses NNPS
Diagnosis NNP
Diagnostic NNP
Diagnostics NNPS
Dial NNP
Dialogue NNP
Dialogues NNP
Diamandis NNP
Diamanti NNP
Diametric JJ
Diamond NNP
Diamond-Star NNP
Dian NNP
Diana NNP
Diane NNP
Dianne NNP
Diaper NNP
Diario NNP
Diary NNP
Diasonics NNP
Diaz NNP
Dicarban NN
Dice NNS
Dicello NNP
Diceon NNP
Dick NNP
Dicke NNP
Dickel NNP
Dickens NNP
Dickensian JJ
Dickey NNP
Dickie NNP
Dickinson NNP
Dickman NNP
Dicks NNP
Dickson NNP
Dictaphone NNP
Dictates NNS
Dictation NN
Dictator NNP
Dictionaries NNS
Dictionary NNP
Did VBD
Did- NNP
Didi NNP
Didion NNP
Die NNP
Die-hard JJ
DieHard JJ
Diebel NNP
Diebold NNP
Died VBD
Diefenbach NNP
Diego NNP
Diego-area JJ
Diego-based JJ
Diehards NNS
Diehl NNP
Diem NNP
Dienbienphu NNP
Dieppe NNP
Dierker NNP
Diery NNP
Dies NNP
Diesel NNP
Diest NNP
Diet NNP
Dietary JJ
Dieter NNP
Dietetic NNP
Diethylstilbestrol NN
Dietisa NNP
Dietrich NNP
Diets NNS
Diety NNP
Dietz NNP
Dietzer NNP
Dieu FW
Dieux NNP
Diff NN
Differ VBP
Differences NNS
Different JJ
Differential JJ
Difficult JJ
Diffring NNP
Dig VB
Digate NNP
Digby NNP
Digest NNP
Diggers\/Noise NNP
Digges NNP
Digi NNP
Digital NNP
Dignitaries NNS
Dignity NNP
Dijon NNP
Dilantin NNP
Dilenschneider NNP
Dili NNP
Diligence NNP
Dilip NNP
Dill NNP
Dillard NNP
Diller NNP
Dillinger NNP
Dillingham NNP
Dillmann NNP
Dillon NNP
Dillow NNP
Dilly NNP
Dilthey NNP
Dilworth NNP
Dilys NNP
Dilzem NNP
Dim VBP
Dimaggio NNP
Diman NNP
Dime NNP
Dimensions NNP
Dimes NNP
Dimitri NNP
Dimitriadis NNP
Dimitris NNP
Dimly RB
Dineen NNP
Diners NNP
Dinerstein NNP
Dines NNP
Ding NNP
Dingell NNP
Dingell-Waxman NNP
Dingle NNP
Dingman NNP
Dingwall NNP
Dingy-looking JJ
Dinh NNP
Dining NNP
Dinkins NNP
Dinner NN
Dino NNP
Dinosaur NNP
Dinsa NNP
Dinsmore NNP
Diocesan JJ
Diocese NNP
Diodati NNP
Dion NNP
Dionie NNP
Dionigi NNP
Dionne NNP
Dionysian JJ
Dionysus NNP
Dior NNP
Dioxins NNS
Dip VB
Diplomatic JJ
Diplomats NNS
Diprivan NNP
Dipylon NNP
Dire JJ
Direct JJ
Direct-mail JJ
Directed VBN
Direction NNP
Directionality NN
Directions NNP
Directive NNP
Directly RB
Director NNP
Director-General NNP
Directorate NNP
Directors NNS
Directory NNP
Dirion NNP
Dirk NNP
Dirks NNP
Dirksen NNP
Diron NNP
Dirt NN
Dirty JJ
Dirvin NNP
Disabilities NNP
Disabled JJ
Disadvantaged NNP
Disadvantages NNS
Disaffiliation NN
Disagreement NN
Disappointing JJ
Disappointment NN
Disappointments NNS
Disapproval NN
Disarmament NNP
Disaster NN
Disasters NNS
Disc NNP
Disciplinary NNP
Discipline NN
Disciplined VBN
Disclosed VBN
Disclosure NN
Disclosures NNS
Discontinue VB
Discos NNS
Discount NNP
Discounts NNS
Discouraged VBN
Discouragement NN
Discours NNP
Discourse NNP
Discover NNP
Discovered VBN
Discoveries NNS
Discovering VBG
Discovery NNP
Discovision NNP
Discreet JJ
Discrepancies NNS
Discretion NN
Discrimination NNP
Discs NNP
Discussed VBN
Discussing VBG
Discussion NN
Discussions NNS
Disease NNP
Diseases NNPS
Disgrace NN
Disgruntled JJ
Disgusted VBN
Dish NNP
Dishonesty NN
Disk NN
Disk\/Trend NNP
Dismal JJ
Dismantle VB
Dismay NN
Dismissing VBG
Dismounting VBG
Disney NNP
Disney\/MGM NNP
Disneyland NNP
Disorderly JJ
Dispatch NNP
Dispensing VBG
Dispersals NNS
Displacement NN
Display NN
Displayed VBN
Displaying VBG
Disposable JJ
Disposables NNS
Disposal NNP
Disposition NNP
Disposti NNP
Disputada NNP
Disputado NNP
Disputes NNP
Disquisition NNP
Disregarding VBG
Dissect VB
Dissenting JJ
Dissident NNP
Dissidents NNS
Dist NNP
Dist. NN
Distally RB
Distance NNP
Distances NNS
Distant JJ
Distilled NNP
Distiller NN
Distillers NNPS
Distinguished NNP
Distorts NNP
Distracted VBN
Distressed JJ
Distributed VBN
Distributing VBG
Distribution NNP
Distributive NNP
Distributors NNS
District NNP
Districts NNS
Ditch NNP
Ditka NNP
Ditlow NNP
Ditmar NNP
Ditmars NNP
Dittamore NNP
Ditto NN
Divergent JJ
Divers NNP
Diversey NNP
Diversification NN
Diversified NNP
Diversify VB
Diversity NN
Divertimento NNP
Dives NNS
Divesting VBG
Divestiture NN
Divi NNP
Divide VB
Divided VBN
Dividend NN
Dividend-related JJ
Dividends NNS
Divine NNP
Diving NN
Divinity NNP
Division NNP
Divisional NNP
Divisions NNS
Divorced NNP
Dixie NNP
Dixiecrat NNP
Dixiecrats NNS
Dixieland NNP
Dixon NNP
Dixons NNP
Dizzy NNP
Djakarta NNP
Django NNP
Djangology NNP
Djemaa NNP
Djurdjevic NNP
Dludsky NNP
Dmitri NNP
DnC NNP
Dnieper NNP
Dniepr NNP
Do VBP
Doak NNP
Doaty NNP
Dobbins NNP
Dobbs NNP
Doberman NN
Dobi NNP
Dobson NNP
Doc NNP
Docherty NNP
Dock NNP
Dockray NNP
Dockweiler NNP
Doctor NNP
Doctors NNS
Doctrine NNP
Document NNP
Documentary NNP
Documentation NNP
Documents NNS
Dodd NNP
Dodd-type NNP
Dodds NNP
Dodge NNP
Dodger NNP
Dodgers NNP
Dodington NNP
Dods NNP
Dodson NNP
Doe NNP
Doerflinger NNP
Doerig NNP
Doerner NNP
Does VBZ
Dog NNP
Dogberry NNP
Dogs NNS
Dogtown NNP
Dogumenti FW
Doherty NNP
Dohnanyi NNP
Doi NNP
Doing NNP
Dolan NNP
Dolce NNP
Dole NNP
Doll NNP
Dollar NN
Dollar-Britten NNP
Dollar-De NNP
Dollar-yen JJ
Dollars NNPS
Dolley NNP
Dolls NNP
Dolly NNP
Dolmabahce NNP
Dolora NNP
Dolores NNP
Dolphin NNP
Dolphins NNPS
Dom NNP
Domaine NNP
Doman NNP
Dome NNP
Domeier NNP
Domenici NNP
Domesday NNP
Domestic JJ
Domestically RB
Domicilium NNP
Domina NNP
Dominant JJ
Dominated VBN
Domingo NNP
Domingos NNP
Dominguez NNP
Dominic NNP
Dominica NNP
Dominican NNP
Dominici NNP
Dominick NNP
Dominion NNP
Dominique NNP
Domino NNP
Dominus NNP
Domitian NNP
Domokous NNP
Dompierre NNP
Domtar NNP
Don NNP
Don't VB
Dona NNP
Donaghy NNP
Donahue NNP
Donald NNP
Donaldson NNP
Donaldsonville NNP
Donating VBG
Donations NNS
Donato NNP
Donbas NNP
Done VBN
Doner NNP
Dong NNP
Dong-A NNP
Dongen NNP
Donics NNP
Donizetti NNP
Donna NNP
Donnan NNP
Donnay NNP
Donnell NNP
Donnelley NNP
Donnelly NNP
Donner NNP
Donning VBG
Donnybrook NNP
Donofrio NNP
Donoghue NNP
Donohoo NNP
Donohue NNP
Donor NN
Donors NNS
Donovan NNP
Donut NNP
Donuts NNP
Doo NNP
Doobie NNP
Dookiyoon NNP
Dooley NNP
Dooleys NNPS
Doolin NNP
Dooling NNP
Doolittle NNP
Doonesbury NNP
Door NNP
Doordarshan NNP
Doorne NNP
Doors NNS
Doosan NNP
Doppler NNP
Dor NNP
Dora NNP
Dorado NNP
Doran NNP
Doraville NNP
Dorcas NNP
Dorena NNP
Dorens NNP
Dorenzo NNP
Dorfman NNP
Dorgan NNP
Dorgen NNP
Doria NNP
Dorian NNP
Doric JJ
Doris NNP
Doritos NNS
Dormitory NNP
Dornan NNP
Dorney NNP
Dornier NNP
Doron NNP
Doronfeld NNP
Dorothee NNP
Dorothy NNP
Dorr NNP
Dorrance NNP
Dorrances NNPS
Dorsch NNP
Dorset NNP
Dorsey NNP
Dorsten NNP
Dort NNP
Dortch NNP
Dortmund NNP
Dos NNP
Doskocil NNP
Dostoevski NNP
Dostoevsky NNP
Doswell NNP
Dotson NNP
Dotzler NNP
Double NNP
Double-Figure NNP
Double-Jointed NNP
Double-digit JJ
Doubled VBD
Doubleday NNP
Doubles NNP
Doubt NN
Doubtful JJ
Doubtless RB
Doubts NNS
Douce NNP
Doug NNP
Dough NN
Dougherty NNP
Doughnuttery NN
Douglas NNP
Douglass NNP
Doulgas NNP
Dousman NNP
Dov NNP
Dove NN
Dover NNP
Dow NNP
Dow-Jones NNP
DowBrands NNP
Dowager NNP
Dowd NNP
Dowex-2-chloride NN
Dowguard NNP
Dowie NNP
Dowling NNP
Down IN
Downbeat NNP
Downers NNP
Downey NNP
Downfall NNP
Downgraded VBN
Downgrades NNS
Downham NNP
Downing NNP
Downs NNP
Downside JJ
Downstairs NN
Downtown NN
Dowty NNP
Doxiadis NNP
Doyle NNP
Dozen NNP
Dozens NNS
Dr NNP
Dr. NNP
Drabble NNP
Drabinsky NNP
Draco NNP
Draconian JJ
Dracula NNP
Draft NNP
Drafted VBN
Draftula NNP
Drag VB
Dragging VBG
Dragnet NNP
Drago NNP
Dragon NNP
Dragonetti NNP
Dragons NNP
Dragoslav NNP
Dragoumis NNP
Drahuschak NNP
Drain VB
Drake NNP
Dramatic JJ
Draper NNP
Drastic JJ
Dravo NNP
Draw VB
Draw-file NN
Drawbacks NNS
Drawers NNS
Drawing VBG
Drawn VBN
Dread NNP
Dreadnought NNP
Dream NNP
Dream-Lusty NNP
Dream-Miss NNP
Dream-Next NNP
Dream-Sweetmite NNP
Dream-Torkin NNP
Dream-Way NNP
Dreamboat NNP
Dreamers NNS
Dreams NNS
Dred NNP
Dreieich NNP
Dreiser NNP
Dreisers NNPS
Drell NNP
Dreman NNP
Drenched JJ
Drennen NNP
Dresbach NNP
Dresbachs NNPS
Dresden NNP
Dresdner NNP
Dresdner-ABD NNP
Dress NNP
Dressed VBN
Dresser NNP
Dresses NNS
Dresylon NNP
Drew NNP
Drexel NNP
Drexel-managed JJ
Drexel-underwritten JJ
Drexler NNP
Dreyer NNP
Dreyfus NNP
Dried VBN
Driesell NNP
Drift NNP
Drifting VBG
Drifts NNS
Drill VB
Drilling NNP
Drink VB
Drinker NN
Drinkhouse NNP
Drinking VBG
Driscoll NNP
Driskill NNP
Drive NNP
Drive-in NNP
Driven VBN
Driver NNP
Drivers NNS
Driving VBG
Drivon NNP
Drobnick NNP
Drobny NNP
Drogerias NNP
Drogoul NNP
Droid NNP
Droll NNP
Dromey NNP
Dronk NNP
Drop VB
Dropouts NNS
Dropping VBG
Drought NN
Drouot NNP
Drovers NNS
Droz NNP
Drs. NNP
Dru NNP
Drubbing NN
Drug NNP
Drug-Treatment JJ
Drug-industry JJ
Druggan-Lake NNP
Drugs NNS
Drugstore NNP
Druid NN
Druin NNP
Drum NNP
Drummer NN
Drums NNS
Drunk JJ
Drunkard NNP
Drunken JJ
Drunkenness NN
Drury NNP
Druse JJ
Dry NNP
Drybred NNP
Dryden NNP
Drye NNP
Dryer NN
Dryfoos NNP
Drying NN
Dryja NNP
Ds NNS
Du NNP
DuCharme NNP
DuComb NNP
DuPont NNP
DuVol NNP
Dual JJ
Duane NNP
Duarte NNP
Dubai NNP
Dubaih NNP
Dubbed VBN
Dubilier NNP
Dubin NNP
Dubinin NNP
Dubinsky NNP
Dublin NNP
Dubnow NNP
Dubois NNP
Dubose NNP
Dubovskoi NNP
Duchenne NNP
Duchess NNP
Duchossois NNP
Duchy NNP
Duck NNP
Ducking VBG
Ducky NNP
Duclos NNP
Dudley NNP
Due JJ
Duel NNP
Duero NNP
Duesseldorf NNP
Duff NNP
Duffey NNP
Duffield NNP
Duffus NNP
Duffy NNP
Dufresne NNP
Dugan NNP
Dugan\/Farley NNP
Dugdale NNP
Duhagon NNP
Dukakis NNP
Dukakises NNP
Duke NNP
Duke-EPA JJ
Dukes NNPS
Dulaney NNP
Dulles NNP
Dulude NNP
Duluth NNP
Dumas NNP
Dumb JJ
Dumbo NNP
Dumez NNP
Dummkopf NN
Dumont NNP
Dumping NN
Dumpster NNP
Dumpty NNP
Dun NNP
Dunaway NNP
Dunbar NNP
Duncan NNP
Dunde NNP
Dundee NNP
Dundeen NNP
Dunes NNPS
Dung NNP
Dunham NNP
Dunkel NNP
Dunkelberg NNP
Dunker NNP
Dunkin NNP
Dunkirk NNP
Dunlaevy NNP
Dunlap NNP
Dunlop NNP
Dunn NNP
Dunn-Atherton NNP
Dunne NNP
Dunston NNP
Dunton NNP
Duplicate NN
Duplicating VBG
Dupont NNP
Duponts NNPS
Dupps NNP
Dupuy NNP
Duque NNP
Duquesne NNP
Durable JJ
Durable-goods JJ
Durables NNPS
Duracell NNP
Durakon NNP
Durant NNP
Durante NNP
Duration NN
Durban NNP
Durcan NNP
Duren NNP
Durenberger NNP
Durer NNP
Durgin NNP
Durham NNP
During IN
Duriron NNP
Durk NNP
Durkheim NNP
Durkin NNP
Durlach NNP
Durmoy NNP
Durney NNP
Durning NNP
Duro-Test NNP
DuroTest NNP
Durocher NNP
Durrell NNP
Durwood NNP
Duse NNP
Dussa NNP
Dusseldorf NNP
Dust NNP
Dustin NNP
Duston NNP
Dusty NNP
Dutch JJ
Dutch-based JJ
Dutch-descended JJ
Dutch-elm-disease NN
Dutch\/Shell NNP
Dutchess NNP
Dutchman NNP
Duties NNP
Dutil NNP
Dutton NNP
Duty NNP
Duty-Free NNP
Duty-free JJ
Duvalier NNP
Duverger NNP
Duy NNP
Duyvil NNP
Duzan NNP
Dvorak NNP
Dwarfing VBG
Dwellers NNS
Dwight NNP
Dwor NNP
Dworkin NNP
Dworkin-Cosell NNP
Dwyer NNP
DyDee NNP
Dyazide NNP
Dycom NNP
Dyer NNP
Dyerear NNP
Dying NNP
Dyk NNP
Dyke NNP
Dylan NNP
Dylan-influenced JJ
Dylex NNP
Dyna NNP
Dynabook NNP
Dynafac NN
Dynamic NNP
Dynamics NNP
Dynamite NNP
Dynapert NNP
Dynascan NNP
Dynasts NNPS
Dynasty NNP
Dyncorp NNP
Dyncorp. NNP
Dynoriders NNP
Dysan NNP
Dyson NNP
E NN
E&J NNP
E&P NNP
E-1 CD
E-2 CD
E-2C NN
E-6A NN
E-71 NNP
E-II NNP
E-Systems NNP
E-Z JJ
E-mail NN
E. NNP
E.B. NNP
E.C. NNP
E.D. NNP
E.E. NNP
